name,theta_diff,P_diff
old_batch_iteration0,3.9208502542606204e-07,1.9852995934986149e-15
old_batch_iteration1,4.306075469563271e-07,7.1370266019983319e-15
old_batch_iteration2,4.3708354845680455e-07,7.1266895559336854e-15
old_batch_iteration3,3.8379663384581661e-07,1.9739015075895583e-15
old_batch_iteration4,4.2905741859974762e-07,7.1296129197289464e-15
name,theta_diff,P_diff
name,theta_diff,P_diff
name,theta_diff,P_diff
name,theta_diff,P_diff
new_batch0_iteration0,0.0,0.0
new_batch1_iteration0,0.0,0.0
new_batch2_iteration0,0.0,0.0
new_batch3_iteration0,0.0,0.0
name,theta_diff,P_diff
new_batch0_iteration0,0.0,0.0
new_batch1_iteration0,0.0,0.0
new_batch2_iteration0,0.0,0.0
new_batch3_iteration0,0.0,0.0
name,theta_diff,P_diff
new_batch0_iteration0,0.0,0.0
new_batch1_iteration0,0.0,0.0
new_batch2_iteration0,0.0,0.0
new_batch3_iteration0,0.0,0.0
name,theta_diff,P_diff
new_batch0_iteration0,0.0,0.0
new_batch1_iteration0,0.0,0.0
new_batch2_iteration0,0.0,0.0
new_batch3_iteration0,0.0,0.0
name,theta_diff,P_diff
new_batch0_iteration0,0.0,0.0
new_batch1_iteration0,0.0,0.0
new_batch2_iteration0,0.0,0.0
new_batch3_iteration0,0.0,0.0
name,theta_diff,P_diff
new_batch0_iteration0,0.0,0.0
new_batch1_iteration0,0.0,0.0
new_batch2_iteration0,0.0,0.0
new_batch3_iteration0,0.0,0.0
name,theta_diff,P_diff
new_batch0_iteration0,1.6969635727962864e-08,3.1826847724609878e-16
new_batch1_iteration0,1.3010771411799015e-08,2.1716566511521708e-16
new_batch2_iteration0,1.3166474946318009e-07,7.0992173235167237e-15
new_batch3_iteration0,3.0005016921763052e-09,8.7123838725056533e-18
new_batch4_iteration0,1.0856829901182372e-08,3.686513965209773e-17
new_batch0_iteration1,1.2400377354890818e-08,8.2894097345223941e-17
new_batch1_iteration1,1.0957408877049361e-08,9.5609206190523804e-17
new_batch2_iteration1,5.0571889866969567e-08,4.1215942304552254e-16
new_batch3_iteration1,3.0100425315953195e-09,8.7672340720278627e-18
new_batch4_iteration1,1.1001286079231434e-08,3.6685712294877441e-17
new_batch0_iteration2,1.2414224436732269e-08,8.5494788040168855e-17
new_batch1_iteration2,1.0549397896576903e-08,7.3585144331086359e-17
new_batch2_iteration2,5.0379341322404718e-08,4.0196296635958662e-16
new_batch3_iteration2,3.0242104897078131e-09,8.712569403902944e-18
new_batch4_iteration2,9.324840071814677e-09,3.6209916124769093e-17
new_batch0_iteration3,1.682756133833615e-08,2.413061562211852e-16
new_batch1_iteration3,1.0542437096288693e-08,1.982933523752537e-16
new_batch2_iteration3,1.3170446766304513e-07,7.1005598496739831e-15
new_batch3_iteration3,3.0242105935403527e-09,8.7125695578307963e-18
new_batch4_iteration3,1.0943321952997782e-08,3.692124683958043e-17
new_batch0_iteration4,1.2226176903981377e-08,1.6991316449962844e-16
new_batch1_iteration4,1.2129022819522122e-08,3.21052737340219e-16
new_batch2_iteration4,5.0406814075356759e-08,3.4358112740578609e-16
new_batch3_iteration4,3.0244150269903366e-09,8.7128502230745619e-18
new_batch4_iteration4,1.0870151320975773e-08,3.6299912873615072e-17
name,theta_diff,P_diff
new_batch0_iteration0,2.2633348759635089e-09,1.9224345011226848e-17
new_batch1_iteration0,2.0733265160060785e-09,1.7610449381355988e-17
new_batch2_iteration0,1.8386103066468998e-09,1.5616813602098006e-17
new_batch3_iteration0,5.0855178694488717e-10,4.3195441878844679e-18
new_batch4_iteration0,1.7883139760699329e-09,1.5189605935555563e-17
new_batch0_iteration1,2.2633348759635089e-09,1.9224345011125677e-17
new_batch1_iteration1,2.0509725913052043e-09,1.7420579307205431e-17
new_batch2_iteration1,1.8386103066468998e-09,1.5616813602073588e-17
new_batch3_iteration1,5.0855178694488717e-10,4.3195441878845619e-18
new_batch4_iteration1,1.7883139760699329e-09,1.5189605935595582e-17
new_batch0_iteration2,2.2633348759635089e-09,1.9224345011226796e-17
new_batch1_iteration2,2.0733265160060785e-09,1.7610449381311304e-17
new_batch2_iteration2,1.8386103066468998e-09,1.5616813602078564e-17
new_batch3_iteration2,5.0855178694488717e-10,4.3195441878845604e-18
new_batch4_iteration2,1.7883139760699329e-09,1.5189605935482954e-17
new_batch0_iteration3,2.2633348759635089e-09,1.9224345011140391e-17
new_batch1_iteration3,2.0733265160060785e-09,1.7610449381286411e-17
new_batch2_iteration3,1.8386103066468998e-09,1.5616813602056304e-17
new_batch3_iteration3,5.0855178694488717e-10,4.3195441879296787e-18
new_batch4_iteration3,1.7883139760699329e-09,1.5189605935503097e-17
new_batch0_iteration4,2.2633348759635089e-09,1.922434501097126e-17
new_batch1_iteration4,2.0733265160060785e-09,1.7610449381323891e-17
new_batch2_iteration4,1.8386103066468998e-09,1.5616813602073825e-17
new_batch3_iteration4,5.0855178694488717e-10,4.3195441878846913e-18
new_batch4_iteration4,1.7883139760699329e-09,1.5189605935530751e-17
name,theta_diff,P_diff
old_batch_iteration0,3.5732748634347347e-08,3.0350731358013208e-16
old_batch_iteration1,3.5732748634347347e-08,3.035073135799679e-16
old_batch_iteration2,3.5738337115522566e-08,3.0355478109872197e-16
old_batch_iteration3,3.5732748634347347e-08,3.0350731358004048e-16
old_batch_iteration4,3.5738337115522566e-08,3.0355478109840761e-16
new_batch0_iteration0,2.2633348759635089e-09,1.9224345010950201e-17
new_batch1_iteration0,2.0733265160060785e-09,1.76104493813496e-17
new_batch2_iteration0,1.8386103066468998e-09,1.5616813602033914e-17
new_batch3_iteration0,5.0855178694488717e-10,4.319544187929366e-18
new_batch4_iteration0,1.7883139760699329e-09,1.5189605935595329e-17
new_batch0_iteration1,2.2633348759635089e-09,1.9224345011169702e-17
new_batch1_iteration1,2.0733265160060785e-09,1.7610449381395884e-17
new_batch2_iteration1,1.8386103066468998e-09,1.5616813602074121e-17
new_batch3_iteration1,5.0855178694488717e-10,4.3195441879293475e-18
new_batch4_iteration1,1.7715485325442773e-09,1.5047203379934469e-17
new_batch0_iteration2,2.2633348759635089e-09,1.9224345010948565e-17
new_batch1_iteration2,2.0509725913052043e-09,1.7420579307257123e-17
new_batch2_iteration2,1.8386103066468998e-09,1.5616813602074176e-17
new_batch3_iteration2,5.0855178694488717e-10,4.3195441879294461e-18
new_batch4_iteration2,1.7883139760699329e-09,1.5189605935434762e-17
new_batch0_iteration3,2.2633348759635089e-09,1.9224345010938864e-17
new_batch1_iteration3,2.0733265160060785e-09,1.7610449381297612e-17
new_batch2_iteration3,1.8386103066468998e-09,1.5616813602037128e-17
new_batch3_iteration3,5.0855178694488717e-10,4.3195441878843863e-18
new_batch4_iteration3,1.7883139760699329e-09,1.5189605935679211e-17
new_batch0_iteration4,2.2633348759635089e-09,1.9224345011098578e-17
new_batch1_iteration4,2.0733265160060785e-09,1.7610449381416432e-17
new_batch2_iteration4,1.8386103066468998e-09,1.5616813602074139e-17
new_batch3_iteration4,5.0855178694488717e-10,4.3195441879294153e-18
new_batch4_iteration4,1.7883139760699329e-09,1.5189605935623657e-17
